laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
992,Hp,15-Bs053Od (I7-7500U/6Gb/1Tb/W10),Notebook,15.6,1366X768,Intel Core I7 7500U 2.7Ghz,6Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.04Kg,579.0
993,Asus,Rog Gl753Ve-Ds74,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050 Ti,Windows 10,2.99Kg,1749.0
994,Dell,Inspiron 7579,2 In 1 Convertible,15.6,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,12Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,2.19Kg,1299.0
995,Toshiba,Portege Z30-C-1Cv,Notebook,13.3,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 7,1.2Kg,1195.0
996,Lenovo,Ideapad 320-15Abr,Notebook,15.6,Full Hd 1920X1080,Amd A12-Series 9720P 3.6Ghz,6Gb,256Gb Ssd,Amd Radeon 530,Windows 10,2.2Kg,549.0
997,Fujitsu,Lifebook A556,Notebook,15.6,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,2.3Kg,649.0
998,Toshiba,Tecra A40-C-1Kf,Notebook,14.0,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,1.75Kg,915.0
999,Dell,Inspiron 3567,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Amd Radeon R5 M430,Windows 10,2.25Kg,599.0
1000,Hp,Probook 450,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.04Kg,806.0
1001,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.5Kg,1189.0
1002,Dell,Inspiron 5567,Notebook,15.6,1366X768,Intel Core I7 7500U 2.7Ghz,8Gb,1Tb Hdd,Amd Radeon R7 M445,Windows 10,2.36Kg,749.0
1003,Dell,Latitude 5480,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,1.6Kg,1119.0
1004,Hp,Elitebook Folio,Netbook,12.5,Full Hd 1920X1080,Intel Core M 6Y75 1.2Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 515,Windows 10,0.97Kg,1908.0
1005,Hp,15-Bs005Nv (I3-6006U/4Gb/1Tb,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 6006U 2Ghz,4Gb,128Gb Ssd +  1Tb Hdd,Amd Radeon 520,Windows 10,2.1Kg,499.0
1006,Lenovo,V110-15Iap (N3350/4Gb/128Gb/No,Notebook,15.6,1366X768,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 500,No Os,1.9Kg,270.62
1007,Lenovo,Thinkpad T560,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,2.3Kg,1349.0
1008,Dell,Inspiron 5378,2 In 1 Convertible,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.68Kg,889.0
1009,Asus,Zenbook Ux310Ua-Fb485T,Notebook,13.3,Quad Hd+ 3200X1800,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.4Kg,1150.0
1010,Hp,Spectre 13-V111Dx,Ultrabook,13.3,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.11Kg,1349.0
1011,Acer,Aspire Es1-533,Notebook,15.6,1366X768,Intel Pentium Quad Core N4200 1.1Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 505,Windows 10,2.4Kg,380.0
1012,Asus,Rog Gl553Ve-Ds74,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050 Ti,Windows 10,2.5Kg,1799.0
1013,Hp,Elitebook 840,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.48Kg,2089.0
1014,Acer,Nitro 5,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.7Kg,1260.0
1015,Hp,Envy -,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.34Kg,1189.0
1016,Dell,Vostro 3568,Notebook,15.6,1366X768,Intel Core I3 7100U 2.4Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,2.18Kg,547.0
1017,Hp,Probook 440,Notebook,14.0,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,1.64Kg,779.0
1018,Toshiba,Portege Z30-C-16H,Notebook,13.3,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,1.2Kg,1195.0
1019,Hp,Elitebook 840,Notebook,14.0,1366X768,Intel Core I5 6300U 2.4Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.48Kg,1099.99
1020,Hp,Probook 640,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.95Kg,1205.0
1021,Hp,Elitebook 1040,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I7 6600U 2.6Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.43Kg,1449.0
1022,Hp,Probook 440,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce 930Mx,Windows 10,1.64Kg,1049.26
1023,Hp,Probook 440,Notebook,14.0,1366X768,Intel Core I3 7100U 2.4Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,1.64Kg,684.0
1024,Dell,Inspiron 7567,Gaming,15.6,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,1.0Tb Hybrid,Nvidia Geforce Gtx 1050,Windows 10,2.65Kg,949.0
1025,Hp,Elitebook 820,Ultrabook,12.5,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,1.26Kg,1539.0
1026,Hp,Elitebook 840,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.48Kg,1590.0
1027,Hp,Elitebook 840,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.54Kg,1887.21
1028,Hp,Probook 430,Notebook,13.3,1366X768,Intel Core I3 7100U 2.4Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,1.49Kg,800.0
1029,Toshiba,Portege A30-C-1Cz,Notebook,13.3,1366X768,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.5Kg,1210.0
1030,Hp,Probook 450,Notebook,15.6,1366X768,Intel Core I3 7100U 2.4Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.04Kg,769.99
1031,Lenovo,Thinkpad P70,Notebook,17.3,Ips Panel 4K Ultra Hd 3840X2160,Intel Core I7 6820Hq 2.7Ghz,16Gb,512Gb Ssd,Nvidia Quadro 3000M,Windows 7,2.4Kg,2968.0
1032,Toshiba,Tecra Z40-C-12Z,Notebook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.47Kg,1490.0
1033,Hp,Elitebook 1040,Notebook,14.0,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.43Kg,2229.0
1034,Dell,Inspiron 5568,2 In 1 Convertible,15.6,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I3 6100U 2.3Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 520,Windows 10,2.08Kg,795.99
1035,Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.2Kg,1590.0
1036,Hp,Spectre 13-V100Nv,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.11Kg,1149.0
1037,Hp,Probook 440,Notebook,14.0,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Nvidia Geforce 930Mx,Windows 10,1.64Kg,1185.43
1038,Dell,Latitude E5570,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 6300U 2.4Ghz,8Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,2.09Kg,1046.44
1039,Hp,Elitebook 820,Ultrabook,12.5,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.26Kg,1559.0
1040,Hp,Probook 650,Notebook,14.0,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,2.31Kg,1189.0
1041,Hp,Probook 640,Notebook,14.0,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,1.95Kg,1060.0
1042,Dell,Xps 13,Ultrabook,13.3,Quad Hd+ / Touchscreen 3200X1800,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.29Kg,1624.0
1043,Hp,Probook 470,Notebook,17.3,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce 930Mx,Windows 10,2.63Kg,1080.0
1044,Hp,Probook 440,Notebook,14.0,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.64Kg,973.0
1045,Acer,Aspire 3,Notebook,15.6,1366X768,Amd A9-Series 9420 3Ghz,6Gb,1Tb Hdd,Amd Radeon R5,Windows 10,2.1Kg,409.0
1046,Msi,Gl72M 7Rdx,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.7Kg,1191.8
1047,Hp,Probook 640,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.95Kg,1195.0
1048,Hp,Elitebook 850,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.84Kg,1228.99
1049,Hp,Elitebook 820,Ultrabook,12.5,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.26Kg,1349.0
1050,Hp,Probook 450,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,2.04Kg,742.0
1051,Toshiba,Tecra Z40-C-136,Ultrabook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I7 6600U 2.6Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.47Kg,1725.0
1052,Dell,Latitude E5570,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 6300U 2.4Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,2.09Kg,1062.95
1053,Hp,Probook 440,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.64Kg,1010.51
1054,Lenovo,Yoga 500-15Isk,2 In 1 Convertible,15.6,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 6500U 2.5Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.8Kg,847.0
1055,Vero,V142 (X5-Z8350/2Gb/32Gb/W10),Notebook,14.0,1366X768,Intel Atom X5-Z8350 1.44Ghz,2Gb,32Gb Flash Storage,Intel Hd Graphics 400,Windows 10,1.45Kg,210.8
1056,Toshiba,Tecra A50-C-218,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,16Gb,256Gb Ssd,Nvidia Geforce 930M,Windows 10,2.4Kg,1425.0
1057,Lenovo,Thinkpad L560,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,2.3Kg,1049.6
1058,Hp,Elitebook 840,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,1.54Kg,1000.0
1059,Hp,Elitebook 850,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 6300U 2.4Ghz,8Gb,256Gb Ssd +  500Gb Hdd,Intel Hd Graphics 520,Windows 10,1.84Kg,2103.34
1060,Hp,Elitebook 1040,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.43Kg,1469.0
1061,Msi,Gt72S Dominator,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6820Hk 2.7Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 980M,Windows 10,3.78Kg,1545.64
1062,Lenovo,Ideapad Y900-17Isk,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 980M,Windows 10,4.6Kg,2289.99
1063,Asus,Chromebook C202Sa,Netbook,11.6,1366X768,Intel Celeron Dual Core N3060 1.6Ghz,4Gb,16Gb Flash Storage,Intel Hd Graphics 400,Chrome Os,1.2Kg,287.9
1064,Lenovo,Thinkpad X1,Notebook,14.0,Ips Panel 2560X1440,Intel Core I7 6600U 2.6Ghz,16Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.1Kg,2620.0
1065,Hp,Noteb Pav,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,1Tb Hdd,Nvidia Geforce 940Mx,Windows 10,1.91Kg,979.0
1066,Dell,Inspiron 5578,2 In 1 Convertible,15.6,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I5 7200U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.3Kg,1094.0
1067,Hp,Probook 450,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.04Kg,979.0
1068,Dell,Xps 13,Ultrabook,13.3,Quad Hd+ / Touchscreen 3200X1800,Intel Core I7 7500U 2.7Ghz,16Gb,1Tb Ssd,Intel Hd Graphics 620,Windows 10,1.2Kg,2254.0
1069,Hp,Probook 650,Notebook,15.6,1366X768,Intel Core I3 6100U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,2.31Kg,705.15
1070,Hp,250 G5,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,No Os,1.96Kg,499.0
1071,Acer,Aspire Es1-523,Notebook,15.6,1366X768,Amd A8-Series 7410 2.2Ghz,8Gb,1Tb Hdd,Amd Radeon R5,Windows 10,2.4Kg,449.0
1072,Dell,Inspiron 7378,2 In 1 Convertible,13.3,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,12Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.6Kg,1299.0
1073,Msi,Gt62Vr 6Rd,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.94Kg,1819.0
1074,Hp,Probook 450,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.04Kg,1070.0
1075,Asus,Rog G752Vl-Gc088D,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,1Tb Hdd,Nvidia Geforce Gtx 965M,No Os,4Kg,998.0
1076,Dell,Inspiron 3567,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,1Tb Hdd,Intel Hd Graphics,Windows 10,2.25Kg,559.0
1077,Dell,Inspiron 5567,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,2Tb Hdd,Amd Radeon R7 M445,Windows 10,2.32Kg,989.99
1079,Msi,Gs63Vr 6Rf,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,1.8Kg,1929.0
1080,Dell,Xps 13,Ultrabook,13.3,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.29Kg,1458.0
1081,Asus,Rog G701Vo,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6820Hk 2.7Ghz,64Gb,1Tb Ssd,Nvidia Geforce Gtx 980,Windows 10,3.58Kg,3975.0
1082,Dell,Inspiron 5368,2 In 1 Convertible,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.62Kg,798.01
1083,Dell,Alienware 15,Gaming,15.6,4K Ultra Hd 3840X2160,Intel Core I7 6700Hq 2.6Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 970M,Windows 10,3.21Kg,1329.0
1084,Apple,"Macbook 12""",Ultrabook,12.0,Ips Panel Retina Display 2304X1440,Intel Core M 1.1Ghz,8Gb,256Gb Flash Storage,Intel Hd Graphics 515,Mac Os X,0.920Kg,1300.0
1085,Dell,Latitude 3570,Notebook,15.6,1366X768,Intel Core I3 6100U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,2.06Kg,481.98
1086,Hp,Probook 650,Notebook,15.6,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,2.31Kg,1199.0
1087,Hp,Elitebook 820,Ultrabook,12.5,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.26Kg,1199.0
1088,Hp,Probook 430,Notebook,13.3,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.49Kg,1090.0
1089,Lenovo,Thinkpad Yoga,Ultrabook,12.5,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.3Kg,1713.49
1090,Lenovo,Ideapad 300-17Isk,Notebook,17.3,1600X900,Intel Core I5 6200U 2.3Ghz,8Gb,1.0Tb Hdd,Amd Radeon R5 M330,Windows 10,3.0Kg,659.0
1091,Lenovo,Ideapad 700-15Isk,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 6300Hq 2.3Ghz,4Gb,1Tb Hdd,Nvidia Geforce Gtx 950M,Windows 10,2.3Kg,977.0
1092,Msi,Gt72Vr Dominator,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,3.78Kg,2499.0
1093,Lenovo,V110-15Isk (I5-6200U/4Gb/500Gb/W10),Notebook,15.6,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,2.1Kg,540.0
1094,Hp,Probook 650,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 7,2.31Kg,940.0
1095,Lenovo,Yoga 900S-12Isk,Ultrabook,12.5,Ips Panel Touchscreen 2560X1440,Intel Core M 6Y75 1.2Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 515,Windows 10,0.99Kg,1399.0
1096,Lenovo,Ideapad Y900-17Isk,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6820Hk 2.7Ghz,32Gb,512Gb Ssd +  1.0Tb Hybrid,Nvidia Geforce Gtx 980M,Windows 10,4.6Kg,3240.0
1097,Lenovo,Yoga Book,2 In 1 Convertible,10.1,Ips Panel Touchscreen 1920X1200,Intel Atom X5-Z8550 1.44Ghz,4Gb,64Gb Flash Storage,Intel Hd Graphics 400,Windows 10,0.69Kg,646.27
1098,Hp,Spectre X360,Ultrabook,13.3,Ips Panel 4K Ultra Hd 3840X2160,Intel Core I7 7500U 2.7Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.3Kg,2049.0
1099,Dell,Vostro 3568,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.18Kg,750.0
1100,Hp,Elitebook 840,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 7,1.54Kg,1030.99
1101,Hp,Zbook 15U,Workstation,15.6,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Amd Firepro W4190M,Windows 7,1.9Kg,1495.0
1102,Lenovo,Thinkpad T460,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,180Gb Ssd,Intel Hd Graphics 520,Windows 7,1.7Kg,1199.0
1103,Hp,Chromebook 13,Notebook,13.3,Quad Hd+ 3200X1800,Intel Pentium Dual Core 4405Y 1.5Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 515,Chrome Os,1.29Kg,615.0
1104,Acer,Aspire Es1-523,Notebook,15.6,1366X768,Amd A8-Series 7410 2.2Ghz,4Gb,500Gb Hdd,Amd Radeon R5,Windows 10,2.4Kg,387.0
1105,Dell,Inspiron 3552,Notebook,15.6,1366X768,Intel Pentium Quad Core N3700 1.6Ghz,4Gb,500Gb Hdd,Intel Hd Graphics,Linux,2.2Kg,393.49
1106,Hp,250 G6,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 520,No Os,1.86Kg,345.99
1107,Asus,Rog Gl702Vm-Gc354T,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.7Kg,1599.0
1108,Dell,Inspiron 5370,Ultrabook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,4Gb,256Gb Ssd,Amd Radeon 530,Windows 10,1.4Kg,818.35
1109,Hp,Elitebook 820,Netbook,12.5,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 7,2.4Kg,1599.0
1110,Acer,Aspire F5-573G,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 950M,Windows 10,2.4Kg,799.0
1111,Dell,Inspiron 5567,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Amd Radeon R7 M445,Windows 10,2.36Kg,638.8
1112,Msi,Gs70 Stealth,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,8Gb,256Gb Ssd,Nvidia Geforce Gtx 965M,Windows 10,2.6Kg,1599.0
1113,Hp,250 G5,Notebook,15.6,1366X768,Intel Pentium Quad Core N3710 1.6Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 405,Windows 10,1.96Kg,500.0
1114,Asus,G752Vy-Gc162T (I7-6700Hq/16Gb/1Tb,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 980M,Windows 10,4.3Kg,2299.0
1115,Dell,Latitude E5270,Ultrabook,12.5,1366X768,Intel Core I3 6100U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 7,1.5Kg,1135.15
1116,Dell,Latitude E5270,Ultrabook,12.5,1366X768,Intel Core I3 6100U 2.3Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 7,1.5Kg,1166.97
1117,Acer,Chromebook 15,Notebook,15.6,1366X768,Intel Celeron Dual Core 3205U 1.5Ghz,4Gb,16Gb Ssd,Intel Hd Graphics,Chrome Os,2.20Kg,209.0
1118,Hp,Zbook 17,Workstation,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,8Gb,1Tb Hdd,Amd Firepro W6150M,Windows 7,3.0Kg,2899.0
1119,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,512Gb Ssd,Nvidia Geforce Gtx 1050 Ti,Windows 10,2.4Kg,1199.0
1120,Dell,Latitude E5270,Ultrabook,12.5,1366X768,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,1.5Kg,1413.1
1121,Msi,Ge72 Apache,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 960M,Windows 10,2.9Kg,1511.19
1122,Lenovo,Yoga 500-15Isk,2 In 1 Convertible,15.6,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I5 6200U 2.3Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,2.1Kg,867.0
